iter	MultiClass
321	0.01136395395
322	0.0113349365
323	0.01129698608
324	0.01125562227
325	0.01121930071
326	0.01117101912
327	0.01113275687
328	0.01109037592
329	0.01106326128
330	0.01099576917
331	0.01096759475
332	0.01092771442
333	0.0108885766
334	0.01085325044
335	0.01080469676
336	0.01076322066
337	0.01073163613
338	0.01071048877
339	0.0106624193
340	0.01063869702
341	0.0105991388
342	0.01057075178
343	0.01054612427
344	0.0105124717
345	0.01046948885
346	0.01042333162
347	0.01040697112
348	0.01036558834
349	0.01034177531
350	0.01029320527
351	0.01025052758
352	0.01019286493
353	0.01017585645
354	0.0101370919
355	0.01011203245
356	0.01008058552
357	0.01006120096
358	0.01003963725
359	0.01001776968
360	0.009992287949
361	0.009961412789
362	0.009934200841
363	0.009909627369
364	0.009873437085
365	0.009819817944
366	0.009780847026
367	0.009759093613
368	0.009742631539
369	0.009713880874
370	0.009696091654
371	0.009668306379
372	0.009636363646
373	0.009616248301
374	0.009581007709
375	0.009548487281
376	0.009523922352
377	0.009504164959
378	0.009463835979
379	0.009437639099
380	0.009416975603
381	0.009378327421
382	0.009351875509
383	0.009336041693
384	0.009316312958
385	0.009276597756
386	0.009252883508
387	0.00923761372
388	0.009210605377
389	0.00918762298
390	0.009154051494
391	0.009128859609
392	0.009097720325
393	0.009074923732
394	0.009058262178
395	0.009039064989
396	0.009020072247
397	0.008998244683
398	0.008970626981
399	0.008946127066
400	0.008926359189
401	0.008896725542
402	0.008873052163
403	0.008857219123
404	0.008793928741
405	0.008753169902
406	0.008738318173
407	0.008719642715
408	0.008695420188
409	0.008671472873
410	0.008656975152
411	0.008639114915
412	0.008619176826
413	0.008597854178
414	0.008582599762
415	0.008563825749
416	0.008545200518
417	0.00852696719
418	0.008504514142
419	0.008485412875
420	0.008469958829
421	0.008444929757
422	0.008424471759
423	0.008399486146
424	0.008379201224
425	0.008346338386
426	0.008322890176
427	0.008301933564
428	0.008289109261
429	0.008265633912
430	0.008248937237
431	0.008224546023
432	0.008204321068
433	0.00818908085
434	0.008177046934
435	0.008163841201
436	0.00813941225
437	0.008113340729
438	0.008080276448
439	0.008065994666
440	0.00804925379
441	0.008036613962
442	0.008020249252
443	0.008001987201
444	0.007985297739
445	0.007964474675
446	0.007935440705
447	0.007923649277
448	0.007892948073
449	0.007878335861
450	0.007866319705
451	0.007845430176
452	0.007826166997
453	0.007803818224
454	0.007788105246
455	0.007775481087
456	0.007751441408
457	0.007735531962
458	0.007722909594
459	0.007701303825
460	0.007689244193
461	0.007671442306
462	0.007660631301
463	0.007640426311
464	0.007622710073
465	0.007604231153
466	0.007595134718
467	0.007579807657
468	0.007565331765
469	0.007536225808
470	0.007499552149
471	0.007478760093
472	0.007456896281
473	0.007443440124
474	0.007427845293
475	0.007403206267
476	0.007393667251
477	0.007382707539
478	0.007368681226
479	0.007354210585
480	0.007340691242
481	0.007327353829
482	0.007301375928
483	0.007285582261
484	0.007274000626
485	0.007262180529
486	0.007235574051
487	0.007220053957
488	0.007209546578
489	0.007197007901
490	0.007187053484
491	0.007164864833
492	0.007146806918
493	0.007135398779
494	0.007109637663
495	0.007086416576
496	0.0070666174
497	0.00705043655
498	0.007031567253
499	0.007020179891
500	0.007003769991
501	0.006993797902
502	0.006982983538
503	0.006969000212
504	0.006943748625
505	0.006931689017
506	0.006921673285
507	0.006893507603
508	0.006879057382
509	0.006865996455
510	0.006854869289
511	0.006842854575
512	0.006830717971
513	0.006822172853
514	0.006807746454
515	0.006795289015
516	0.006778880917
517	0.006762294999
518	0.006747928351
519	0.006733757914
520	0.006719883352
521	0.006701115836
522	0.006688603082
523	0.006680588389
524	0.006647957065
525	0.006635631085
526	0.006622367698
527	0.006613089263
528	0.006599219176
529	0.006581647946
530	0.006566676652
531	0.006542604785
532	0.006528169161
533	0.006515450504
534	0.006503916022
535	0.006494238449
536	0.006483227917
537	0.006469084567
538	0.006457325999
539	0.006447621106
540	0.00643173497
541	0.006421227659
542	0.006408668903
543	0.006398681491
544	0.006390482146
545	0.006373053821
546	0.00635913613
547	0.006348772971
548	0.006340226836
549	0.006332446057
550	0.006320008494
551	0.006306304435
552	0.006296088823
553	0.006284676932
554	0.006269313144
555	0.006258447272
556	0.006246976647
557	0.006230890198
558	0.006221954342
559	0.006211314575
560	0.006185498008
561	0.006172369533
562	0.006160710008
563	0.00614885101
564	0.006140278262
565	0.006125739139
566	0.00611755449
567	0.006111880287
568	0.006105134703
569	0.006097564775
570	0.006082952082
571	0.006070408827
572	0.006057534897
573	0.006046980793
574	0.006039422486
575	0.006024334012
576	0.006017159736
577	0.006003657294
578	0.005989794665
579	0.005981649553
580	0.005972232215
581	0.005955112216
582	0.005939239347
583	0.005929293618
584	0.005918781708
585	0.005911418128
586	0.005899856318
587	0.005889022595
588	0.005879993395
589	0.005871707157
590	0.005860624917
591	0.00585044928
592	0.00583891337
593	0.005825233309
594	0.005816575525
595	0.005809424657
596	0.005799132306
597	0.005781076858
598	0.005772165135
599	0.005761714524
600	0.005743328431
601	0.005733172205
602	0.005723300076
603	0.005709914783
604	0.005699943787
605	0.005693285798
606	0.005687496707
607	0.005675258939
608	0.005668732265
609	0.0056613668
610	0.005654369903
611	0.005643202612
612	0.005632494034
613	0.005625072412
614	0.00561404592
615	0.005603758903
616	0.00559688075
617	0.005587239971
618	0.005579278815
619	0.005564324016
620	0.005554200546
621	0.00554638525
622	0.005536202415
623	0.005523340729
624	0.005513450086
625	0.005504460541
626	0.005494736733
627	0.00548873913
628	0.005481294395
629	0.005475262117
630	0.005468916651
631	0.005457670936
632	0.005450866959
633	0.005438461276
634	0.005421908132
635	0.005409579918
636	0.005391199712
637	0.005380448102
638	0.005373834782
639	0.005362015928
640	0.005343926436
641	0.005332169211
642	0.00532359947
643	0.005315940195
644	0.005302800183
645	0.00529950551
646	0.005289872955
647	0.005277557903
648	0.005269746409
649	0.005259801844
650	0.005251868037
651	0.005243450951
652	0.005236232583
653	0.005222667657
654	0.005211232468
655	0.005204473758
656	0.005194878947
657	0.005186895752
658	0.005176854669
659	0.005166789302
660	0.005163154139
661	0.005158368731
662	0.005153161036
663	0.00514133531
664	0.005135657106
665	0.005125469876
666	0.005112646476
667	0.005103948568
668	0.005094781739
669	0.005085996732
670	0.005080340094
671	0.00507325761
672	0.005067692691
673	0.005060742826
674	0.005051361318
675	0.005047014469
676	0.00504030413
677	0.005031723628
678	0.005025294161
679	0.005019811235
680	0.005012612724
681	0.005008612361
682	0.005000328827
683	0.00498788669
684	0.004980281076
685	0.00496648545
686	0.004952177578
687	0.004943110102
688	0.004939811109
689	0.004931833897
690	0.004924305172
691	0.004918326748
692	0.004913775189
693	0.004906220919
694	0.004901518585
695	0.004897194033
696	0.004889042982
697	0.00488155652
698	0.004877093387
699	0.004870335128
700	0.004864650607
701	0.004851510165
702	0.004843406922
703	0.004835979206
704	0.004831215376
705	0.004824053852
706	0.004818645982
707	0.00481282926
708	0.004804244175
709	0.004796487686
710	0.004789489145
711	0.004780362294
712	0.004772520305
713	0.00476670358
714	0.004763142615
715	0.004756768248
716	0.004750519788
717	0.004744697253
718	0.00474020873
719	0.004731983731
720	0.004727951176
721	0.004721417378
722	0.004713651658
723	0.004706291734
724	0.004702742867
725	0.004697817831
726	0.004690293971
727	0.004686097463
728	0.00467414103
729	0.004666621718
730	0.004661239063
731	0.004650517521
732	0.004645533151
733	0.004634107685
734	0.004624714583
735	0.004620099602
736	0.004611871238
737	0.004607330622
738	0.004596089528
739	0.004590102561
740	0.004584375813
741	0.004579184256
742	0.004568502907
743	0.004564746956
744	0.004559748533
745	0.004551474253
746	0.004545951136
747	0.00453995891
748	0.004534152068
749	0.004525249564
750	0.004519519658
751	0.004514509284
752	0.004500434128
753	0.004490952772
754	0.004486504823
755	0.004480643794
756	0.004476603208
757	0.00446987756
758	0.004464855789
759	0.004458731482
760	0.004451854679
761	0.004448288405
762	0.004444102903
763	0.004434148863
764	0.004427642901
765	0.004424610307
766	0.00441910394
767	0.004413960688
768	0.004409681091
769	0.004405232661
770	0.004401636063
771	0.004397102563
772	0.004388528886
773	0.004385662842
774	0.004379969758
775	0.00437570386
776	0.004371011321
777	0.004365149486
778	0.004360441921
779	0.004355195716
780	0.00434948084
781	0.004345186918
782	0.004339773178
783	0.004336157869
784	0.004330877
785	0.00432816665
786	0.004320412871
787	0.0043157111
788	0.004311155325
789	0.004306301238
790	0.004303265066
791	0.004296251917
792	0.004290563159
793	0.004287210681
794	0.004282653583
795	0.004275512083
796	0.004265786107
797	0.004261187238
798	0.004256402482
799	0.004251526656
800	0.004241102588
801	0.004235395294
802	0.00422850396
803	0.004222136115
804	0.004218543818
805	0.004213014291
806	0.004207937941
807	0.004202152583
808	0.004197566432
809	0.004189808418
810	0.004185889957
811	0.004178431254
812	0.004172297938
813	0.004166869963
814	0.004161168521
815	0.004155328979
816	0.004148606175
817	0.004144693927
818	0.004138988605
819	0.004131245676
820	0.004125956435
821	0.004119363113
822	0.004116059775
823	0.00410850727
824	0.004104219952
825	0.004098121018
826	0.004092019229
827	0.004088008694
828	0.004081580048
829	0.004078450734
830	0.004071514131
831	0.004068773899
832	0.004064387924
833	0.004058761684
834	0.004053863404
835	0.004050299146
836	0.004045155914
837	0.004037700299
838	0.0040328298
839	0.004026325144
840	0.004021020886
841	0.004016099611
842	0.004010439121
843	0.004005367653
844	0.003999621991
845	0.00399112443
846	0.003983058854
847	0.003976417861
848	0.003966286837
849	0.003960728028
850	0.003957763796
851	0.003952202642
852	0.003946782879
853	0.003941975555
854	0.003935900177
855	0.00393304278
856	0.003929502513
857	0.003927163615
858	0.003922209994
859	0.003916690812
860	0.003912994894
861	0.003908706476
862	0.003905151319
863	0.003902327058
864	0.003899431313
865	0.003894686805
866	0.003890601927
867	0.003888184372
868	0.003880152726
869	0.00387276598
870	0.003869143171
871	0.00386519259
872	0.003860737278
873	0.003852551376
874	0.003847479119
875	0.00384161585
876	0.003838881213
877	0.003834661485
878	0.003826984076
879	0.003822063777
880	0.003818182872
881	0.003815352984
882	0.00380607064
883	0.00380241181
884	0.003799976839
885	0.003793895662
886	0.003788893984
887	0.003781461792
888	0.00377791815
889	0.003773386602
890	0.003770396189
891	0.003763601577
892	0.003757254879
893	0.003754016197
894	0.003752030671
895	0.00374713495
896	0.003743933635
897	0.003740414063
898	0.003734773401
899	0.003731553201
900	0.003727993512
901	0.003723710977
902	0.003719302735
903	0.00371457324
904	0.003712669352
905	0.003706462886
906	0.003701874334
907	0.003694976278
908	0.003691332852
909	0.003686512763
910	0.003683522213
911	0.003681110419
912	0.003678011123
913	0.003674503428
914	0.003669968034
915	0.003664391442
916	0.003655378517
917	0.003653577793
918	0.003648916866
919	0.003643230795
920	0.003639091831
921	0.00363324745
922	0.003628381922
923	0.003624290748
924	0.003621261867
925	0.003612932183
926	0.003608605916
927	0.003606166759
928	0.00360238386
929	0.003598955608
930	0.003594362843
931	0.003591318032
932	0.003586692856
933	0.003582326203
934	0.003577889287
935	0.003573889614
936	0.00357085707
937	0.003565518352
938	0.003562185636
939	0.00355923905
940	0.003553948622
941	0.003549590338
942	0.003546102043
943	0.003541891669
944	0.003538933406
945	0.003534602264
946	0.003532276799
947	0.003530222412
948	0.003524399565
949	0.003520408079
950	0.003517948071
951	0.003514311424
952	0.003511863817
953	0.003506324609
954	0.003503178268
955	0.003496140756
956	0.00349331527
957	0.00349070372
958	0.003488307008
959	0.003482533697
960	0.003479179254
961	0.003475642975
962	0.003471029043
963	0.003466968607
964	0.003464770243
965	0.003461063665
966	0.003458962559
967	0.003455401065
968	0.003452800301
969	0.003449740625
970	0.003445926328
971	0.003442726668
972	0.003437572275
973	0.003433870751
974	0.00343198204
975	0.003427002957
976	0.003423585832
977	0.003419037376
978	0.003416873676
979	0.003412286832
980	0.003409767628
981	0.00340676453
982	0.003404716367
983	0.003401291183
984	0.003398080026
985	0.00339236948
986	0.003389266392
987	0.003386007845
988	0.003380894911
989	0.003378375716
990	0.003375738798
991	0.00337261816
992	0.003366690337
993	0.003363358849
994	0.003360051277
995	0.003356521165
996	0.003353142844
997	0.00335029759
998	0.003345133143
999	0.003339800738
